4.4194174,-54.41942,0,282.8427,-282.8427,Stay,0
8.838835,-58.838837,0,282.8427,-282.8427,Stay,0
13.258252,-63.258255,0,282.8427,-282.8427,Stay,0
17.67767,-67.67767,0,282.8427,-282.8427,Stay,0
22.097088,-72.09709,0,282.8427,-282.8427,Stay,0
26.516506,-76.51651,0,282.8427,-282.8427,Stay,0
30.935925,-80.93593,0,282.8427,-282.8427,Stay,0
35.355343,-85.35535,0,282.8427,-282.8427,Stay,0
39.77476,-89.774765,0,282.8427,-282.8427,Stay,0
44.19418,-94.19418,0,282.8427,-282.8427,Stay,0
48.613598,-98.6136,0,282.8427,-282.8427,Stay,0
53.033016,-103.03302,0,282.8427,-282.8427,Stay,0
57.452435,-107.45244,0,282.8427,-282.8427,Stay,0
61.871853,-111.87186,0,282.8427,-282.8427,Stay,0
66.29127,-116.291275,0,282.8427,-282.8427,Stay,0
70.710686,-120.71069,0,282.8427,-282.8427,Stay,0
75.130104,-125.13011,0,282.8427,-282.8427,Stay,0
79.54952,-129.54953,0,282.8427,-282.8427,Stay,0
83.96894,-133.96895,0,282.8427,-282.8427,Stay,0
88.38836,-138.38837,0,282.8427,-282.8427,Stay,0
92.80778,-142.80779,0,282.8427,-282.8427,Stay,0
97.227196,-147.2272,0,282.8427,-282.8427,Stay,0
101.646614,-151.64662,0,282.8427,-282.8427,Stay,0
106.06603,-156.06604,0,282.8427,-282.8427,Stay,0
110.48545,-160.48546,0,282.8427,-282.8427,Stay,0
114.90487,-164.90488,0,282.8427,-282.8427,Stay,0
119.32429,-169.3243,0,282.8427,-282.8427,Stay,0
123.743706,-173.74371,0,282.8427,-282.8427,Stay,0
128.16312,-178.16313,0,282.8427,-282.8427,Stay,0
132.58253,-182.58255,0,282.8427,-282.8427,Stay,0
137.00195,-187.00197,0,282.8427,-282.8427,Stay,0
141.42137,-191.42139,0,282.8427,-282.8427,Stay,0
145.84079,-195.8408,0,282.8427,-282.8427,Stay,0
150.26021,-200.26022,0,282.8427,-282.8427,Stay,0
154.67963,-204.67964,0,282.8427,-282.8427,Stay,0
159.09904,-209.09906,0,282.8427,-282.8427,Stay,0
163.51846,-213.51848,0,282.8427,-282.8427,Stay,0
167.93788,-217.9379,0,282.8427,-282.8427,Stay,0
172.3573,-222.35732,0,282.8427,-282.8427,Stay,0
176.77672,-226.77673,0,282.8427,-282.8427,Stay,0
181.19614,-231.19615,0,282.8427,-282.8427,Stay,0
185.61555,-235.61557,0,282.8427,-282.8427,Stay,0
190.03497,-240.03499,0,282.8427,-282.8427,Stay,0
194.45439,-244.4544,0,282.8427,-282.8427,Stay,0
198.87381,-248.87383,0,282.8427,-282.8427,Stay,0
203.29323,-253.29324,0,282.8427,-282.8427,Stay,0
207.71265,-257.71265,0,282.8427,-282.8427,Stay,0
212.13206,-262.13205,0,282.8427,-282.8427,Stay,0
216.55148,-266.55145,0,282.8427,-282.8427,Stay,0
220.9709,-270.97086,0,282.8427,-282.8427,Stay,0
225.39032,-275.39026,0,282.8427,-282.8427,Stay,0
229.80974,-279.80966,0,282.8427,-282.8427,Stay,0
234.22916,-284.22906,0,282.8427,-282.8427,Stay,0
238.64857,-279.80966,0,282.8427,282.8427,Stay,0
243.068,-275.39026,0,282.8427,282.8427,Stay,0
247.48741,-270.97086,0,282.8427,282.8427,Stay,0
251.90683,-266.55145,0,282.8427,282.8427,Stay,0
256.32623,-262.13205,0,282.8427,282.8427,Stay,0
260.74564,-257.71265,0,282.8427,282.8427,Stay,0
265.16504,-253.29323,0,282.8427,282.8427,Stay,0
269.58444,-248.87381,0,282.8427,282.8427,Stay,0
274.00385,-244.45439,0,282.8427,282.8427,Stay,0
278.42325,-240.03497,0,282.8427,282.8427,Stay,0
282.84265,-235.61555,0,282.8427,282.8427,Stay,0
287.26205,-231.19614,0,282.8427,282.8427,Stay,0
291.68146,-226.77672,0,282.8427,282.8427,Stay,0
296.10086,-222.3573,0,282.8427,282.8427,Stay,0
